Year,Week,Day,Date,,Winner/tie,H,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL,Tm,W,L,T,W-L%,PF,PA,PD,MoV,SoS,SRS,OSRS,DSRS,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%,EXP,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,EXP,Rk,Tm,G,Att,Yds,TD,Lng,Y/A,Y/G,Fmb,EXP,Rk,Tm,G,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd,Rk,Tm,G,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Lng,Blck,Y/P,Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G,Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts,Tm,W,L,T,W-L%,PF,PA,PD,MoV,SoS,SRS,OSRS,DSRS,Rk,Tm,G,PF,Yds,Ply,Y/P,TO,FL,1stD,Cmp,Att,Yds,TD,Int,NY/A,1stD,Att,Yds,TD,Y/A,1stD,Pen,Yds,1stPy,Sc%,TO%,EXP,Rk,Tm,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds,NY/A,ANY/A,Sk%,4QC,GWD,EXP,Rk,Tm,G,Att,Yds,TD,Lng,Y/A,Y/G,Fmb,EXP,Rk,Tm,G,Ret,Yds,TD,Lng,Y/R,Rt,Yds,TD,Lng,Y/Rt,APYd,Rk,Tm,G,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FGA,FGM,FG%,XPA,XPM,XP%,Pnt,Yds,Lng,Blck,Y/P,Rk,Tm,G,RshTD,RecTD,PR TD,KR TD,FblTD,IntTD,OthTD,AllTD,2PM,2PA,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G,Rk,Tm,G,#Dr,Plays,Sc%,TO%,Plays,Yds,Start,Time,Pts
2014,14,Sun,December 7,boxscore,Indianapolis Colts,A,Cleveland Browns,25,24,362,4,248,2,Indianapolis Colts,11,5,0,0.688,458,369,89,5.6,-1.1,4.4,5.2,-0.8,6,Indianapolis Colts,16,458,6506,1105,5.9,31,15,371,410,661,4894,42,16,7.1,251,415,1612,9,3.9,80,105,848,40,39.5,14.6,86.38,1,Indianapolis Colts,16,410,661,62,4894,42,6.4,16,2.4,80,7.7,7.8,12.3,305.9,96.8,,29,168,7.1,7.3,4.2,1,1,150.92,22,Indianapolis Colts,16,415,1612,9,49,3.9,100.8,31,-56.98,5,Indianapolis Colts,16,45,312,0,22,6.9,38,1065,0,76,28,8093,10,Indianapolis Colts,16,,,10,10,10,10,8,7,3,3,31,30,96.8%,50,50,100.0%,69,3221,61,0,46.7,6,Indianapolis Colts,16,9,42,,,1,1,,53,,3,50,50,30,31,,458,28.6,1,Indianapolis Colts,16,205,1136,39.5,14.6,5.5,31.6,Own 28.7,2:29,2.18,Cleveland Browns,7,9,0,0.438,299,337,-38,-2.4,-1.5,-3.9,-4.8,0.9,27,Cleveland Browns,16,299,5193,1010,5.1,23,7,294,274,502,3465,12,16,6.5,179,477,1728,17,3.6,88,116,932,27,28,10.9,-32,20,Cleveland Browns,16,274,502,54.6,3465,12,2.4,16,3.2,81,7.3,6.4,13.4,216.6,72.8,,31,213,6.5,5.6,5.8,4,4,23.61,17,Cleveland Browns,16,477,1728,17,36,3.6,108,17,-47.08,24,Cleveland Browns,16,27,181,0,37,6.7,37,801,0,39,21.6,6410,6,Cleveland Browns,16,,,6,6,15,12,8,6,3,1,32,25,78.1%,30,30,100.0%,93,4119,59,0,44.3,27,Cleveland Browns,16,17,12,,,1,2,,32,,2,30,30,25,32,1,299,18.7,8,Cleveland Browns,16,193,1042,28,10.9,5.4,26.8,Own 26.8,2:20,1.44
2014,14,Sun,December 7,boxscore,Denver Broncos,H,Buffalo Bills,24,17,306,3,415,3,Denver Broncos,12,4,0,0.75,482,354,128,8,1.6,9.6,9.2,0.4,2,Denver Broncos,16,482,6446,1067,6,20,5,360,399,607,4661,40,15,7.5,227,443,1785,15,4,98,120,1045,35,39.9,9.6,130.29,4,Denver Broncos,16,399,607,65.7,4661,40,6.6,15,2.5,86,7.9,8.1,12,291.3,101.3,,17,118,7.5,7.7,2.7,1,1,161.99,15,Denver Broncos,16,443,1785,15,47,4,111.6,16,-29,15,Denver Broncos,16,41,296,0,22,7.2,32,802,0,77,25.1,7674,7,Denver Broncos,16,2,2,9,9,8,7,7,5,3,1,29,24,82.8%,56,56,100.0%,69,3048,65,0,44.2,2,Denver Broncos,16,15,40,,,1,2,,58,2,2,56,56,24,29,1,482,30.1,4,Denver Broncos,16,198,1096,39.9,9.6,5.5,32.6,Own 28.9,2:29,2.31,Buffalo Bills,9,7,0,0.563,343,289,54,3.4,1.6,4.9,-0.4,5.3,18,Buffalo Bills,16,343,5096,1020,5,23,10,273,363,579,3614,23,13,5.8,186,402,1482,7,3.7,65,124,1031,22,32.5,11.2,-49.72,18,Buffalo Bills,16,363,579,62.7,3614,23,4,13,2.2,84,6.7,6.4,10.6,225.9,86,,39,242,5.8,5.6,6.3,2,3,21.36,25,Buffalo Bills,16,402,1482,7,53,3.7,92.6,22,-65.53,18,Buffalo Bills,16,37,354,1,75,9.6,33,770,1,102,23.3,6505,4,Buffalo Bills,16,,,9,9,13,12,8,7,8,6,38,34,89.5%,32,31,96.9%,86,3692,67,0,42.9,18,Buffalo Bills,16,7,23,1,1,1,,1,34,2,2,31,32,34,38,1,343,21.4,5,Buffalo Bills,16,197,1058,32.5,11.2,5.4,25.8,Own 30.2,2:25,1.58
2014,14,Sun,December 7,boxscore,New England Patriots,A,San Diego Chargers,23,14,397,2,216,1,New England Patriots,12,4,0,0.75,468,313,155,9.7,1.3,10.9,7.5,3.5,4,New England Patriots,16,468,5848,1073,5.5,13,4,361,392,609,4121,34,9,6.5,228,438,1727,13,3.9,96,120,1080,37,45.3,7.2,169.27,9,New England Patriots,16,392,609,64.4,4121,34,5.6,9,1.5,69,7,7.5,10.9,257.6,97.5,,26,170,6.5,6.9,4.1,4,4,190.36,18,New England Patriots,16,438,1727,13,43,3.9,107.9,13,-6.34,16,New England Patriots,16,41,431,1,84,10.5,31,693,0,81,22.4,7164,5,New England Patriots,16,1,1,11,11,11,10,13,12,1,1,37,35,94.6%,51,51,100.0%,67,3060,67,1,45.7,4,New England Patriots,16,13,34,1,,2,,2,52,,1,51,51,35,37,,468,29.3,16,New England Patriots,16,181,1110,45.3,7.2,6.1,32.3,Own 30.6,2:37,2.4,San Diego Chargers,9,7,0,0.563,348,348,0,0,1.9,1.9,0.7,1.2,17,San Diego Chargers,16,348,5465,1009,5.4,23,5,326,380,574,4098,31,18,6.7,214,398,1367,6,3.4,75,111,967,37,33.9,12.6,51.84,10,San Diego Chargers,16,380,574,66.2,4098,31,5.4,18,3.1,59,7.5,7.2,11.3,256.1,93.4,,37,198,6.7,6.4,6.1,3,3,111.54,30,San Diego Chargers,16,398,1367,6,52,3.4,85.4,15,-48.68,30,San Diego Chargers,16,23,203,0,58,8.8,26,577,0,35,22.2,6491,17,San Diego Chargers,16,1,1,6,6,9,8,6,4,4,3,26,22,84.6%,40,40,100.0%,75,3366,72,1,44.9,17,San Diego Chargers,16,6,31,,,3,,,40,,0,40,40,22,26,1,348,21.8,30,San Diego Chargers,16,174,1035,33.9,12.6,5.9,31.3,Own 26.4,2:51,1.87
2014,14,Sun,December 7,boxscore,St. Louis Rams,A,Washington Redskins,24,0,329,0,206,2,St. Louis Rams,6,10,0,0.375,324,354,-30,-1.9,1,-0.8,-1.2,0.4,21,St. Louis Rams,16,324,5035,957,5.3,27,11,288,327,515,3400,20,16,6,189,395,1635,11,4.1,79,123,1139,20,29.6,14,-56.29,23,St. Louis Rams,16,327,515,63.5,3400,20,3.9,16,3.1,63,7.2,6.6,11.3,212.5,84.9,,47,295,6,5.5,8.4,1,2,5.26,20,St. Louis Rams,16,395,1635,11,89,4.1,102.2,27,-56.47,6,St. Louis Rams,16,37,482,2,90,13,45,1099,0,75,24.4,6915,11,St. Louis Rams,16,1,1,7,6,12,10,3,2,7,5,30,24,80.0%,35,34,97.1%,81,3721,61,1,45.9,21,St. Louis Rams,16,11,20,2,,,3,,36,1,1,34,35,24,30,,324,20.3,14,St. Louis Rams,16,186,987,29.6,14,5.3,26.9,Own 28.0,2:31,1.55,Washington Redskins,4,12,0,0.25,301,438,-137,-8.6,-0.2,-8.7,-4,-4.7,26,Washington Redskins,16,301,5738,1006,5.7,31,13,318,364,547,4047,18,18,6.7,186,401,1691,15,4.2,88,120,1130,44,29.7,15.6,4.71,11,Washington Redskins,16,364,547,66.5,4047,18,3.3,18,3.3,81,8.2,7.3,12.3,252.9,88.8,,58,414,6.7,5.9,9.6,1,3,22.45,19,Washington Redskins,16,401,1691,15,30,4.2,105.7,31,-11.85,23,Washington Redskins,16,29,208,0,37,7.2,36,783,0,45,21.8,7159,26,Washington Redskins,16,,,11,11,7,6,8,7,1,,27,24,88.9%,32,31,96.9%,78,3659,77,1,46.9,26,Washington Redskins,16,15,18,,,,,,33,,1,31,32,24,27,,301,18.8,10,Washington Redskins,16,192,1033,29.7,15.6,5.4,29.9,Own 25.1,2:34,1.58
2014,14,Sun,December 7,boxscore,Minnesota Vikings,H,New York Jets,30,24,411,2,410,2,Minnesota Vikings,7,9,0,0.438,325,343,-18,-1.1,-0.5,-1.7,-2.8,1.1,20,Minnesota Vikings,16,325,5048,981,5.1,20,2,288,322,517,3244,17,18,5.7,171,413,1804,12,4.4,90,100,836,27,31.8,10.8,2.96,28,Minnesota Vikings,16,322,517,62.3,3244,17,3.3,18,3.5,87,6.9,6,11.1,202.8,79.2,,51,322,5.7,4.9,9,3,3,1.79,14,Minnesota Vikings,16,413,1804,12,67,4.4,112.8,12,4.02,7,Minnesota Vikings,16,27,297,0,35,11,54,1173,0,51,21.7,6819,19,Minnesota Vikings,16,2,2,5,4,10,8,9,7,9,5,35,26,74.3%,29,29,100.0%,76,3318,62,1,43.7,20,Minnesota Vikings,16,12,17,,,2,2,2,35,4,4,29,29,26,35,,325,20.3,25,Minnesota Vikings,16,176,1016,31.8,10.8,5.8,28.5,Own 27.3,2:37,1.64,New York Jets,4,12,0,0.25,283,401,-118,-7.4,2.3,-5,-4,-1,28,New York Jets,16,283,5226,1052,5,24,9,289,287,498,2946,16,15,5.4,154,507,2280,11,4.5,112,109,932,23,31.7,11.8,-47.78,32,New York Jets,16,287,498,57.6,2946,16,3.2,15,3,74,6.4,5.7,11.2,184.1,75.1,,47,260,5.4,4.8,8.6,1,2,-10.34,3,New York Jets,16,507,2280,11,71,4.5,142.5,25,-19.76,2,New York Jets,16,43,273,0,41,6.3,58,1342,0,87,23.1,7076,16,New York Jets,16,,,13,13,7,7,13,9,6,3,39,32,82.1%,23,23,100.0%,79,3580,69,1,45.3,28,New York Jets,16,11,16,,,,,,27,,4,23,23,32,39,1,283,17.7,13,New York Jets,16,186,1091,31.7,11.8,5.9,28,Own 27.8,2:40,1.53
2014,14,Sun,December 7,boxscore,Houston Texans,A,Jacksonville Jaguars,27,13,304,0,262,1,Houston Texans,9,7,0,0.563,372,307,65,4.1,-2.3,1.7,-0.8,2.5,14,Houston Texans,16,372,5513,1062,5.2,22,9,313,295,485,3352,22,13,6.6,171,551,2161,12,3.9,108,94,834,34,33,11.3,-9.79,24,Houston Texans,16,295,485,60.8,3352,22,4.5,13,2.7,76,7.1,6.8,11.7,209.5,86.4,,26,108,6.6,6.3,5.1,1,1,41.25,5,Houston Texans,16,551,2161,12,51,3.9,135.1,19,-44.9,29,Houston Texans,16,34,208,0,21,6.1,20,422,0,41,21.1,6353,3,Houston Texans,16,,,7,6,15,13,8,7,5,4,35,30,85.7%,40,40,100.0%,84,3845,71,1,45.8,14,Houston Texans,16,12,22,,,1,4,1,40,,0,40,40,30,35,1,372,23.3,7,Houston Texans,16,194,1097,33,11.3,5.7,28.2,Own 27.7,2:34,1.69,Jacksonville Jaguars,3,13,0,0.188,249,412,-163,-10.2,-0.3,-10.5,-7.8,-2.7,32,Jacksonville Jaguars,16,249,4634,988,4.7,26,8,271,325,557,3001,15,18,4.8,154,360,1633,9,4.5,86,73,573,31,22.6,12.8,-128.71,31,Jacksonville Jaguars,16,325,557,58.3,3001,15,2.7,18,3.2,63,6.2,5.3,10.6,187.6,72,,71,450,4.8,4,11.3,1,1,-106.21,21,Jacksonville Jaguars,16,360,1633,9,62,4.5,102.1,15,-8.91,9,Jacksonville Jaguars,16,37,264,0,23,7.1,43,1033,0,40,24,6424,13,Jacksonville Jaguars,16,,,3,3,8,7,9,7,6,3,26,20,76.9%,23,23,100.0%,96,4464,69,2,46.5,32,Jacksonville Jaguars,16,9,15,,,2,1,,27,1,4,23,23,20,26,1,249,15.6,6,Jacksonville Jaguars,16,195,1014,22.6,12.8,5.2,23.7,Own 25.7,2:14,1.17
2014,14,Sun,December 7,boxscore,Baltimore Ravens,A,Miami Dolphins,28,13,447,1,249,0,Baltimore Ravens,10,6,0,0.625,409,302,107,6.7,-2.1,4.6,1.8,2.8,8,Baltimore Ravens,16,409,5838,1021,5.7,20,8,345,344,554,3819,27,12,6.7,194,448,2019,16,4.5,113,111,870,38,39.6,9.9,128.84,13,Baltimore Ravens,16,344,554,62.1,3819,27,4.9,12,2.2,80,7.2,7.2,11.6,238.7,91,,19,167,6.7,6.7,3.3,2,2,153.58,8,Baltimore Ravens,16,448,2019,16,52,4.5,126.2,16,-18.6,17,Baltimore Ravens,16,32,292,0,45,9.1,38,1077,1,108,28.3,7420,29,Baltimore Ravens,16,,,10,10,11,11,4,4,9,4,34,29,85.3%,42,42,100.0%,60,2841,73,0,47.4,8,Baltimore Ravens,16,16,27,,1,,1,1,46,1,3,42,42,29,34,1,409,25.6,15,Baltimore Ravens,16,182,1055,39.6,9.9,5.8,32,Own 28.7,2:36,2.13,Miami Dolphins,8,8,0,0.5,388,373,15,0.9,1.6,2.6,2.9,-0.4,11,Miami Dolphins,16,388,5601,1040,5.4,23,11,361,394,595,3729,27,12,5.8,226,399,1872,12,4.7,99,81,635,36,37.6,10.5,68.79,17,Miami Dolphins,16,394,595,66.2,3729,27,4.5,12,2,50,6.8,6.8,10.3,233.1,92.5,,46,337,5.8,5.8,7.2,2,1,83.74,12,Miami Dolphins,16,399,1872,12,97,4.7,117,27,-11.91,22,Miami Dolphins,16,25,204,0,32,8.2,41,1082,0,74,26.4,7270,27,Miami Dolphins,16,1,1,12,12,8,7,10,6,6,3,37,29,78.4%,41,41,100.0%,59,2688,60,1,45.6,11,Miami Dolphins,16,12,27,,,1,2,,42,1,1,41,41,29,37,3,388,24.3,17,Miami Dolphins,16,181,1077,37.6,10.5,6,30.9,Own 31.1,2:40,1.99
2014,14,Sun,December 7,boxscore,Detroit Lions,H,Tampa Bay Buccaneers,34,17,407,1,233,3,Detroit Lions,11,5,0,0.688,321,282,39,2.4,-0.4,2.1,-3.2,5.2,22,Detroit Lions,16,321,5452,1045,5.2,20,8,310,365,604,4030,22,12,6.2,210,396,1422,11,3.6,72,118,989,28,32.4,9.5,41.29,12,Detroit Lions,16,365,604,60.4,4030,22,3.6,12,2,73,7.1,6.9,11.7,251.9,85.9,,45,254,6.2,6.1,6.9,5,5,83.34,28,Detroit Lions,16,396,1422,11,57,3.6,88.9,21,-35,28,Detroit Lions,16,32,284,0,28,8.9,25,612,0,41,24.5,6637,25,Detroit Lions,16,,,10,10,6,5,14,6,8,4,38,25,65.8%,32,32,100.0%,68,3138,71,0,46.1,22,Detroit Lions,16,11,22,,,1,1,,35,1,3,32,32,25,38,1,321,20.1,21,Detroit Lions,16,179,1083,32.4,9.5,6.1,30.4,Own 29.9,2:50,1.71,Tampa Bay Buccaneers,2,14,0,0.125,277,410,-133,-8.3,-1.5,-9.8,-6.5,-3.3,29,Tampa Bay Buccaneers,16,277,4672,936,5,33,13,263,301,531,3297,21,20,5.7,162,353,1375,7,3.9,72,118,939,29,26.7,17.2,-68.29,25,Tampa Bay Buccaneers,16,301,531,56.7,3297,21,4,20,3.8,56,6.8,5.9,12,206.1,75.2,,52,326,5.7,4.8,8.9,1,1,-17.44,29,Tampa Bay Buccaneers,16,353,1375,7,63,3.9,85.9,29,-42.31,26,Tampa Bay Buccaneers,16,23,249,0,53,10.8,36,819,0,45,22.8,6051,30,Tampa Bay Buccaneers,16,,,3,2,8,7,7,6,6,5,24,20,83.3%,31,31,100.0%,79,3154,56,1,39.9,29,Tampa Bay Buccaneers,16,7,21,,,,3,,31,,0,31,31,20,24,,277,17.3,20,Tampa Bay Buccaneers,16,180,960,26.7,17.2,5.3,25.8,Own 26.6,2:26,1.42
2014,14,Sun,December 7,boxscore,Pittsburgh Steelers,A,Cincinnati Bengals,42,21,543,0,408,2,Pittsburgh Steelers,11,5,0,0.688,436,368,68,4.3,-2,2.2,4.4,-2.1,7,Pittsburgh Steelers,16,436,6577,1068,6.2,21,11,379,411,612,4825,33,10,7.5,243,423,1752,10,4.1,98,103,834,38,41.4,11.5,162.53,2,Pittsburgh Steelers,16,411,612,67.2,4825,33,5.4,10,1.6,94,8.2,8.5,12.2,301.6,103.2,,33,172,7.5,7.8,5.1,2,3,189.59,16,Pittsburgh Steelers,16,423,1752,10,81,4.1,109.5,16,-29.11,21,Pittsburgh Steelers,16,32,321,1,71,10,35,758,0,41,21.7,7811,20,Pittsburgh Steelers,16,,,13,12,6,6,10,10,3,1,32,29,90.6%,45,45,100.0%,62,2667,74,1,43,7,Pittsburgh Steelers,16,10,33,1,,1,4,,49,4,4,45,45,29,32,1,436,27.3,28,Pittsburgh Steelers,16,174,1100,41.4,11.5,6.3,37.5,Own 25.7,2:59,2.23,Cincinnati Bengals,10,5,1,0.656,365,344,21,1.3,-0.6,0.7,-0.5,1.3,15,Cincinnati Bengals,16,365,5568,1018,5.5,26,9,313,323,503,3421,20,17,6.5,164,492,2147,19,4.4,122,102,812,27,34,13.1,7.02,21,Cincinnati Bengals,16,323,503,64.2,3421,20,4,17,3.4,81,7.1,6.3,11,213.8,84.2,,23,130,6.5,5.8,4.4,4,3,9.94,6,Cincinnati Bengals,16,492,2147,19,89,4.4,134.2,20,3.67,3,Cincinnati Bengals,16,40,436,0,49,10.9,45,1241,0,97,27.6,7370,12,Cincinnati Bengals,16,,,6,6,12,10,12,10,3,,33,26,78.8%,39,39,100.0%,73,3419,69,0,46.8,15,Cincinnati Bengals,16,19,20,,,,1,,40,1,1,39,39,26,33,3,365,22.8,12,Cincinnati Bengals,16,191,1051,34,13.1,5.5,29.1,Own 30.3,2:33,1.84
2014,14,Sun,December 7,boxscore,New York Giants,A,Tennessee Titans,36,7,402,1,207,3,New York Giants,6,10,0,0.375,380,400,-20,-1.3,-0.4,-1.7,0.8,-2.5,13,New York Giants,16,380,5875,1086,5.4,28,14,336,383,607,4272,30,14,6.7,218,449,1603,13,3.6,83,101,896,35,34.7,12.4,27.58,7,New York Giants,16,383,607,63.1,4272,30,4.9,14,2.3,80,7.4,7.3,11.7,267,92.2,,30,198,6.7,6.7,4.7,1,1,82.92,23,New York Giants,16,449,1603,13,50,3.6,100.2,21,-43.06,13,New York Giants,16,29,224,0,25,7.7,44,1025,0,45,23.3,7324,9,New York Giants,16,1,1,7,6,9,9,5,4,4,4,26,24,92.3%,44,44,100.0%,81,3640,71,1,44.9,13,New York Giants,16,13,30,,,1,,,44,,0,44,44,24,26,,380,23.8,9,New York Giants,16,193,1112,34.7,12.4,5.8,30.3,Own 28.2,2:33,1.93,Tennessee Titans,2,14,0,0.125,254,438,-184,-11.5,-0.3,-11.8,-7,-4.9,30,Tennessee Titans,16,254,4859,919,5.3,26,10,258,299,513,3412,20,16,6.1,159,356,1447,6,4.1,75,111,961,24,23.6,12.6,-99.02,22,Tennessee Titans,16,299,513,58.3,3412,20,3.9,16,3.1,80,7.3,6.7,12.5,213.3,81,,50,326,6.1,5.5,8.9,,,-41.89,26,Tennessee Titans,16,356,1447,6,52,4.1,90.4,23,-40.88,10,Tennessee Titans,16,30,207,0,48,6.9,48,1121,0,52,23.4,6594,24,Tennessee Titans,16,,,5,5,7,7,8,5,2,2,22,19,86.4%,27,27,100.0%,89,4118,79,1,46.3,30,Tennessee Titans,16,6,20,,,1,1,,28,,1,27,27,19,22,1,254,15.9,11,Tennessee Titans,16,191,941,23.6,12.6,4.9,25.3,Own 25.8,2:18,1.25
2014,14,Sun,December 7,boxscore,Seattle Seahawks,A,Philadelphia Eagles,24,14,440,2,139,2,Seattle Seahawks,12,4,0,0.75,394,254,140,8.8,0.8,9.5,2.4,7.1,10,Seattle Seahawks,16,394,6012,1021,5.9,14,7,328,287,454,3250,20,7,6.6,160,525,2762,20,5.3,144,130,1009,24,40.6,6.9,135.41,27,Seattle Seahawks,16,287,454,63.2,3250,20,4.4,7,1.5,80,7.7,7.9,12.2,203.1,95.1,,42,242,6.6,6.7,8.5,2,5,88.28,1,Seattle Seahawks,16,525,2762,20,79,5.3,172.6,23,65.66,12,Seattle Seahawks,16,36,252,0,38,7,39,820,0,47,21,7306,18,Seattle Seahawks,16,,,10,10,10,10,13,9,4,2,37,31,83.8%,41,41,100.0%,62,2688,66,1,43.4,10,Seattle Seahawks,16,20,20,,,,2,1,43,,1,41,41,31,37,1,394,24.6,26,Seattle Seahawks,16,175,1058,40.6,6.9,6,34.2,Own 30.5,2:58,2.13,Philadelphia Eagles,10,6,0,0.625,474,400,74,4.6,-0.7,3.9,6.6,-2.7,3,Philadelphia Eagles,16,474,6348,1127,5.6,36,15,356,384,621,4356,27,21,6.7,218,474,1992,16,4.2,109,115,995,29,36.9,17.2,46.41,6,Philadelphia Eagles,16,384,621,61.8,4356,27,4.3,21,3.4,72,7.4,6.7,11.9,272.3,84.8,,32,225,6.7,6.1,4.9,2,3,89.05,9,Philadelphia Eagles,16,474,1992,16,53,4.2,124.5,25,-33.02,14,Philadelphia Eagles,16,41,531,2,82,13,32,874,2,107,27.3,8049,1,Philadelphia Eagles,16,,,10,10,16,14,6,4,4,4,36,32,88.9%,54,54,100.0%,76,3331,68,0,43.8,3,Philadelphia Eagles,16,16,27,2,2,2,2,3,54,,0,54,54,32,36,,474,29.6,2,Philadelphia Eagles,16,203,1163,36.9,17.2,5.7,31.1,Own 30.0,2:06,1.96
2014,14,Sun,December 7,boxscore,Arizona Cardinals,H,Kansas City Chiefs,17,14,366,0,390,2,Arizona Cardinals,11,5,0,0.688,310,299,11,0.7,1.3,2,-2.4,4.4,24,Arizona Cardinals,16,310,5116,993,5.2,17,5,302,320,568,3808,21,12,6.4,191,397,1308,6,3.3,67,91,707,44,30.9,9.4,-15.68,14,Arizona Cardinals,16,320,568,56.3,3808,21,3.7,12,2.1,81,7,6.8,12.5,238,81.8,,28,182,6.4,6.2,4.7,3,3,55.43,31,Arizona Cardinals,16,397,1308,6,22,3.3,81.8,16,-59.05,31,Arizona Cardinals,16,26,277,1,71,10.7,22,417,0,43,19,6015,8,Arizona Cardinals,16,,,5,5,14,12,11,10,3,2,33,29,87.9%,27,27,100.0%,92,3815,67,2,41.5,24,Arizona Cardinals,16,6,21,1,,1,3,,32,2,5,27,27,29,33,,310,19.4,18,Arizona Cardinals,16,181,1026,30.9,9.4,5.7,28.3,Own 26.9,2:38,1.52,Kansas City Chiefs,9,7,0,0.563,353,281,72,4.5,1.1,5.6,0,5.7,16,Kansas City Chiefs,16,353,5100,962,5.3,17,11,309,320,493,3182,18,6,5.9,184,420,1918,18,4.6,92,88,681,33,35.8,9.2,37.4,29,Kansas City Chiefs,16,320,493,64.9,3182,18,3.7,6,1.2,70,7,7.1,10.7,198.9,92.2,,49,246,5.9,6,9,3,3,58.31,10,Kansas City Chiefs,16,420,1918,18,63,4.6,119.9,22,-2.73,1,Kansas City Chiefs,16,50,605,1,81,12.1,51,1430,1,99,28,7366,22,Kansas City Chiefs,16,1,1,10,10,7,6,10,7,2,1,30,25,83.3%,38,38,100.0%,71,3164,69,0,44.6,16,Kansas City Chiefs,16,18,18,1,1,1,1,,40,,2,38,38,25,30,,353,22.1,31,Kansas City Chiefs,16,173,992,35.8,9.2,5.7,29.4,Own 29.3,2:46,1.93
2014,14,Mon,December 8,boxscore,Green Bay Packers,H,Atlanta Falcons,43,37,502,0,465,1,Green Bay Packers,12,4,0,0.75,486,348,138,8.6,-0.3,8.3,7.9,0.4,1,Green Bay Packers,16,486,6178,1001,6.2,13,7,356,349,536,4261,38,6,7.5,222,435,1917,14,4.4,104,92,775,30,46.7,7.1,195.16,8,Green Bay Packers,16,349,536,65.1,4261,38,7.1,6,1.1,80,8.3,9.2,12.7,266.3,109.9,,30,186,7.5,8.4,5.3,2,2,231.61,11,Green Bay Packers,16,435,1917,14,44,4.4,119.8,19,-27.01,27,Green Bay Packers,16,29,333,2,75,11.5,29,555,0,41,19.1,7287,23,Green Bay Packers,16,,,7,7,12,11,7,5,7,4,33,27,81.8%,55,53,96.4%,51,2159,63,2,42.3,1,Green Bay Packers,16,14,38,2,,1,3,,58,1,3,53,55,27,33,1,486,30.4,32,Green Bay Packers,16,169,1034,46.7,7.1,6.1,36.5,Own 28.5,2:53,2.63,Atlanta Falcons,6,10,0,0.375,381,417,-36,-2.3,-1.6,-3.8,0.6,-4.4,12,Atlanta Falcons,16,381,6051,1035,5.8,23,8,330,418,632,4553,28,15,6.9,233,372,1498,11,4,75,97,840,22,38.9,13.1,68.84,5,Atlanta Falcons,16,418,632,66.1,4553,28,4.4,15,2.4,79,7.5,7.3,11.4,284.6,93.4,,31,205,6.9,6.7,4.7,3,3,105.81,24,Atlanta Falcons,16,372,1498,11,55,4,93.6,16,-26.32,19,Atlanta Falcons,16,18,239,1,68,13.3,50,1174,0,66,23.5,7791,21,Atlanta Falcons,16,,,10,10,4,4,8,8,10,7,32,29,90.6%,40,40,100.0%,67,3063,66,0,45.7,12,Atlanta Falcons,16,11,28,1,,1,1,,42,1,2,40,40,29,32,,381,23.8,27,Atlanta Falcons,16,175,1067,38.9,13.1,6.1,34.6,Own 26.5,2:42,2.06
